suite,case,instance_seed,algorithm_seed,method,m,n,nnz,rank,coherence,spectrum,rhs,regularization,regularization_ratio,tolerance,success,external_success,precision_status_case,precision_status_correct,status,stop_reason,objective,reference_objective,relative_objective_gap,residual_norm,normal_residual_norm,compatible_backward_error_external,least_squares_backward_error_external,backward_error_external,relative_energy_error_external,reported_accuracy_upper,relative_solution_error,relative_null_component,a_columns,at_columns,total_vector_work,a_block_calls,at_block_calls,total_block_calls,search_vector_work,validation_vector_work,search_block_calls,validation_block_calls,sketch_a_columns,sketch_at_columns,sketch_a_block_calls,sketch_at_block_calls,iterative_a_columns,iterative_at_columns,iterative_a_block_calls,iterative_at_block_calls,gaussian_random_columns,gaussian_random_values,gaussian_random_block_requests,iterations,depth,auxiliary_width,basis_rank,kernel_seconds,a_seconds,at_seconds,orthogonalization_seconds,projected_solve_seconds,validation_seconds,other_seconds,wall_seconds,peak_resident_memory_mib,additional_resident_memory_mib,error
large_sparse_application_v1,Mittelmann_rail582_transpose,101,1000104,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.904725245675673e-07,,,0.0009952248613090246,1.8927026249154298e-12,0.0001225404800636113,1.0229777137702749e-11,1.0229777137702749e-11,,2.290940956296623e-11,,,365,365,730,365,365,730,694,36,694,36,0,0,0,0,0,0,0,0,0,0,0,347,347,0,347,1.582766929,0.7438880730000003,0.6826675499999993,0.07358946900000002,0.012007365999999998,0.068021132,0.07061447100000032,1.5996977250033524,562.2890625,8.92578125,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,2000107,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.904725245675662e-07,,,0.0009952248613090242,2.3549592572779876e-13,0.00012254048006361292,1.2728205716627165e-12,1.2728205716627165e-12,,5.256839832532357e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,1.442464388,0.45118871400000005,0.506946064,0.343630318,0.029581583,0.036401632,0.11111770900000009,1.456713965992094,581.703125,24.75,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,1000104,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.904725245675669e-07,,,0.0009952248613090244,3.751567654208339e-12,0.00012254048006361362,2.0276667086717022e-11,2.0276667086717022e-11,,4.268545673170733e-11,,,914,914,1828,914,914,1828,1786,42,1786,42,0,0,0,0,0,0,0,0,0,0,0,893,893,0,893,3.300512382,1.6015685079999995,1.4919809460000015,0.0,0.0,0.07908906799999998,0.20696292799999894,3.3191452879982535,561.7734375,4.78125,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,1000104,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90472524567568e-07,,,0.000995224861309025,6.371506664231224e-12,0.00012254048006361384,3.443704908972988e-11,3.443704908972988e-11,,7.055907029308032e-11,,,858,859,1717,858,859,1717,1675,42,1675,42,0,0,0,0,0,0,0,0,0,0,0,837,837,0,837,3.229242506,1.5688121820000003,1.444328029000002,0.0,0.0,0.065024087,0.21610229499999756,3.243878040011623,561.765625,4.80078125,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,1000104,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90472524567568e-07,,,0.000995224861309025,6.372618794309183e-12,0.0001225404800636138,3.444305998795335e-11,3.444305998795335e-11,,7.057039651262795e-11,,,858,859,1717,858,859,1717,1675,42,1675,42,0,0,0,0,0,0,0,0,0,0,0,837,837,0,837,2.60409401,1.2416248719999996,1.191546279999999,0.0,0.0,0.057574757,0.1709228580000013,2.61720676200639,561.73828125,4.8125,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,3000107,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90472524567568e-07,,,0.000995224861309025,7.735084448148502e-12,0.0001225404800636106,4.180698489251856e-11,4.180698489251856e-11,,8.5071200150812e-11,,,89,1253,1342,89,126,215,1314,28,187,28,0,1164,0,37,75,75,75,75,1164,65296908,37,75,75,1164,582,4.725774112,0.17614966099999999,1.7390892050000004,0.0,0.202857956,0.051989038999999994,2.6076772899999994,4.744310296009644,583.50390625,26.51953125,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,4000111,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.904725245675669e-07,,,0.0009952248613090244,4.2930474896260124e-12,0.0001225404800636217,2.3203285335122668e-11,2.3203285335122668e-11,,4.84425154357463e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.5298158,0.08111750399999997,0.07736486299999999,0.0,0.244734753,0.03896910700000001,0.12659868,0.5462667459942168,606.625,49.609375,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,5000113,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.904725245675686e-07,,,0.0009952248613090253,7.530477639378736e-11,0.0001225404800637607,4.0701115419407426e-10,4.0701115419407426e-10,,9.339460163246903e-10,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.506734253,0.10493612699999996,0.09986745800000002,0.0,0.180960475,0.0037197000000000003,0.12097019299999995,0.5251774729986209,588.08203125,31.0703125,
large_sparse_application_v1,Mittelmann_rail582_transpose,101,6000115,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.904725245675681e-07,,,0.000995224861309025,4.016121476281874e-14,0.00012254048006361373,2.1706541280958512e-13,2.1706541280958512e-13,,3.2068404210761883e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.874103642,0.043158496000000005,0.043114627,0.0,0.608199415,0.007585476,0.17963110400000004,0.8971582880039932,665.71484375,108.7109375,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,1000105,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.886042322857024e-07,,,0.000994285790045147,8.586454179128785e-13,0.00012091125306553005,4.6452343454044665e-12,4.6452343454044665e-12,,1.1959758665841618e-11,,,368,368,736,368,368,736,700,36,700,36,0,0,0,0,0,0,0,0,0,0,0,350,350,0,350,1.62153133,0.7605576019999994,0.6997065530000004,0.07633932800000003,0.012545621,0.070139475,0.07238222600000019,1.6388488960074028,562.21875,8.3984375,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,2000108,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.886042322857032e-07,,,0.0009942857900451475,2.5283269390176415e-13,0.00012091125306553089,1.3678138715378024e-12,1.3678138715378024e-12,,5.5061399495333015e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,2.119441945,0.6576363990000001,0.7594861219999998,0.5127001209999998,0.037612634000000006,0.05014165600000001,0.1520066690000003,2.1381359660008457,582.13671875,24.8046875,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,1000105,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.886042322857032e-07,,,0.0009942857900451475,1.0434678823260032e-13,0.00012091125306553033,5.645115834996543e-13,5.645115834996543e-13,,3.930080363127607e-12,,,1047,1047,2094,1047,1047,2094,2048,46,2048,46,0,0,0,0,0,0,0,0,0,0,0,1024,1024,0,1024,4.180312179,2.039924269000002,1.8722142999999996,0.0,0.0,0.08527337899999998,0.26817360999999895,4.200255226998706,562.0859375,4.76953125,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,1000105,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.886042322857015e-07,,,0.0009942857900451466,6.544221232685028e-12,0.00012091125306553041,3.540395208523445e-11,3.540395208523445e-11,,7.250464985365263e-11,,,854,855,1709,854,855,1709,1667,42,1667,42,0,0,0,0,0,0,0,0,0,0,0,833,833,0,833,3.317064028,1.6008928029999971,1.482057233000001,0.0,0.0,0.06906042100000002,0.2341139920000017,3.3321695449994877,562.08203125,4.76953125,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,1000105,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.886042322857021e-07,,,0.000994285790045147,6.544797744286942e-12,0.00012091125306553044,3.540707098791285e-11,3.540707098791285e-11,,7.251091780022916e-11,,,854,855,1709,854,855,1709,1667,42,1667,42,0,0,0,0,0,0,0,0,0,0,0,833,833,0,833,3.223123878,1.5498483899999982,1.4529546620000007,0.0,0.0,0.071694013,0.22032082600000114,3.241743709993898,562.1015625,4.79296875,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,3000108,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.88604232285701e-07,,,0.0009942857900451464,1.491173989839044e-13,0.00012091125306553028,8.06718639390325e-13,8.06718639390325e-13,,4.4235329801492485e-12,,,112,1276,1388,112,149,261,1356,32,229,32,0,1164,0,37,96,96,96,96,1164,65296908,37,96,96,1164,582,4.804136957,0.20353217799999998,1.770995437000001,0.0,0.201800358,0.057895152000000005,2.6278089839999996,4.822747690996039,583.71484375,26.37890625,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,4000112,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.88604232285701e-07,,,0.0009942857900451464,5.665170808881175e-12,0.00012091125306552805,3.064832754592045e-11,3.064832754592045e-11,,6.314332735747873e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.614335266,0.10761591599999999,0.099800064,0.0,0.252382236,0.0498304,0.15453705000000006,0.6326241850038059,606.94140625,49.60546875,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,5000114,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.886042322857028e-07,,,0.0009942857900451473,9.093908817618067e-11,0.00012091125306574111,4.919765096546772e-10,4.919765096546772e-10,,1.1031098478443354e-09,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.496458222,0.10325783000000001,0.09977682299999997,0.0,0.182577513,0.003731573,0.11084605600000005,0.5116097360005369,588.41796875,31.07421875,
large_sparse_application_v1,Mittelmann_rail582_transpose,102,6000116,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.886042322857026e-07,,,0.0009942857900451473,2.7009609221913954e-14,0.00012091125306553039,1.4612081051868857e-13,1.4612081051868857e-13,,3.1077486262372893e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.929582592,0.047106967,0.046792850000000004,0.0,0.636568858,0.007595293999999999,0.19911391700000014,0.9526157179934671,665.96484375,108.625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,1000106,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494175e-07,,,0.000995167488842666,2.6520773483495665e-12,0.0001148026419088553,1.4334911333168224e-11,1.4334911333168224e-11,,3.1201574693978875e-11,,,362,362,724,362,362,724,688,36,688,36,0,0,0,0,0,0,0,0,0,0,0,344,344,0,344,1.567224437,0.7379453070000003,0.6742185119999993,0.07289209499999993,0.011806404,0.07099170700000001,0.07036211900000044,1.5950634150067344,562.5546875,8.7265625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,2000109,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494194e-07,,,0.0009951674888426668,2.7742781801827147e-13,0.00011480264190885456,1.4995426792967192e-12,1.4995426792967192e-12,,5.9403053994440154e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,2.12132822,0.6579447780000002,0.7611845829999998,0.5148481780000002,0.036405455,0.049170665,0.15094522600000007,2.1399543239967898,582.11328125,24.765625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,1000106,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494187e-07,,,0.0009951674888426666,3.315126195277478e-12,0.00011480264190885626,1.791879867196925e-11,1.791879867196925e-11,,3.825866971308904e-11,,,925,925,1850,925,925,1850,1808,42,1808,42,0,0,0,0,0,0,0,0,0,0,0,904,904,0,904,3.757609614,1.8378253780000013,1.6773631899999988,0.0,0.0,0.07762353399999997,0.24242104600000003,3.776082469004905,562.08203125,4.75390625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,1000106,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494179e-07,,,0.0009951674888426661,6.731196471809825e-12,0.00011480264190885614,3.638321659418292e-11,3.638321659418292e-11,,7.460283692842315e-11,,,859,860,1719,859,860,1719,1677,42,1677,42,0,0,0,0,0,0,0,0,0,0,0,838,838,0,838,3.4233242,1.6574686339999976,1.516674191000001,0.0,0.0,0.078118567,0.2491813750000016,3.4414498019905295,562.09375,4.765625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,1000106,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494196e-07,,,0.000995167488842667,6.731199174136533e-12,0.00011480264190885626,3.638323120070022e-11,3.638323120070022e-11,,7.460255527559271e-11,,,859,860,1719,859,860,1719,1677,42,1677,42,0,0,0,0,0,0,0,0,0,0,0,838,838,0,838,3.287988205,1.5934879219999998,1.4812398019999997,0.0,0.0,0.06846270900000001,0.2132604810000005,3.3028839789913036,562.125,4.78515625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,3000109,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494177e-07,,,0.000995167488842666,5.20791933998009e-12,0.00011480264190885645,2.8149654841464443e-11,2.8149654841464443e-11,,5.839652495471626e-11,,,89,1253,1342,89,126,215,1314,28,187,28,0,1164,0,37,75,75,75,75,1164,65296908,37,75,75,1164,582,4.509024599,0.153871327,1.6566535920000003,0.0,0.194649741,0.048045692,2.5038499389999993,4.523848518001614,583.734375,26.3828125,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,4000113,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90358330849418e-07,,,0.0009951674888426661,8.67976597747878e-12,0.00011480264190885146,4.691555310678985e-11,4.691555310678985e-11,,9.533092946631787e-11,,,53,53,106,53,53,106,80,26,80,26,0,0,0,0,40,40,40,40,0,0,0,40,40,2328,582,0.592154691,0.10104422300000002,0.097422043,0.0,0.236813828,0.048820692000000006,0.1568745969999999,0.6112075970013393,606.9375,49.59375,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,5000115,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.903583308494183e-07,,,0.0009951674888426664,1.3304222825426917e-10,0.00011480264190881953,7.191149785955252e-10,7.191149785955252e-10,,1.5579682719811769e-09,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.425577869,0.073549461,0.07047419600000003,0.0,0.183525214,0.003391774,0.09802899799999998,0.44422769600350875,588.41796875,31.06640625,
large_sparse_application_v1,Mittelmann_rail582_transpose,103,6000117,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.903583308494194e-07,,,0.0009951674888426668,2.770767165973498e-14,0.00011480264190885626,1.497644918757799e-13,1.497644918757799e-13,,3.277133452753914e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.921810386,0.047299497999999995,0.046598431,0.0,0.641189953,0.007646669,0.1867225039999999,0.9447867940034484,666.0078125,108.65234375,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,1000107,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.902040212248438e-07,,,0.0009950899563480901,2.364946166162428e-12,0.00013152527587625802,1.2783916367337409e-11,1.2783916367337409e-11,,2.7724838005503895e-11,,,363,363,726,363,363,726,690,36,690,36,0,0,0,0,0,0,0,0,0,0,0,345,345,0,345,1.569103075,0.7371765020000003,0.6757978579999995,0.07384550000000001,0.011741785000000001,0.068976268,0.07054143000000013,1.5970112119975965,562.5625,8.734375,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,2000110,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90204021224845e-07,,,0.0009950899563480908,3.558604313375196e-13,0.00013152527587625629,1.9236336360440487e-12,1.9236336360440487e-12,,6.3313793043528655e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,2.093251567,0.6489414549999999,0.7461616260000004,0.514467426,0.038785517000000005,0.048701416,0.14489554299999963,2.1105722669890383,584.015625,24.8203125,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,1000107,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.902040212248438e-07,,,0.0009950899563480901,8.844799143260063e-12,0.00013152527587626146,4.781130925986935e-11,4.781130925986935e-11,,9.66711105080257e-11,,,882,882,1764,882,882,1764,1722,42,1722,42,0,0,0,0,0,0,0,0,0,0,0,861,861,0,861,2.969296376,1.4342891720000004,1.3476994640000006,0.0,0.0,0.07026841199999999,0.18730773999999895,2.9874474969983567,562.08984375,4.75,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,1000107,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.902040212248427e-07,,,0.0009950899563480895,6.435127341456543e-12,0.00013152527587626138,3.47856246892246e-11,3.47856246892246e-11,,7.10311048320196e-11,,,852,853,1705,852,853,1705,1663,42,1663,42,0,0,0,0,0,0,0,0,0,0,0,831,831,0,831,3.239850001,1.5519729720000015,1.4466185090000017,0.0,0.0,0.076622136,0.24125851999999703,3.258553760009818,562.1171875,4.77734375,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,1000107,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.902040212248438e-07,,,0.0009950899563480901,6.432981247438635e-12,0.0001315252758762615,3.477402379664024e-11,3.477402379664024e-11,,7.100907206604023e-11,,,852,853,1705,852,853,1705,1663,42,1663,42,0,0,0,0,0,0,0,0,0,0,0,831,831,0,831,3.275849774,1.6020207929999999,1.459471443000002,0.0,0.0,0.07836884799999999,0.21435753799999824,3.2943919700046536,563.98828125,6.6328125,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,3000110,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90204021224842e-07,,,0.0009950899563480893,6.110746812731193e-12,0.0001315252758762582,3.303215832717772e-11,3.303215832717772e-11,,6.758427512947364e-11,,,89,1253,1342,89,126,215,1314,28,187,28,0,1164,0,37,75,75,75,75,1164,65296908,37,75,75,1164,582,4.592952944,0.16175730500000002,1.6727513759999988,0.0,0.199057714,0.04765662200000001,2.5593865490000014,4.607515561001492,585.59375,26.38671875,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,4000114,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.902040212248436e-07,,,0.00099508995634809,6.652290795304356e-12,0.00013152527587625325,3.5959520091899855e-11,3.5959520091899855e-11,,7.334173217968076e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.620183315,0.10272899100000002,0.09583202899999999,0.0,0.261004079,0.04590376899999999,0.16061821600000004,0.6388184759998694,606.93359375,49.58984375,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,5000116,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.902040212248433e-07,,,0.00099508995634809,6.638579146138167e-11,0.00013152527587630963,3.588540061353419e-10,3.588540061353419e-10,,8.293412007990577e-10,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.496309582,0.10028920699999999,0.09666394299999997,0.0,0.184699942,0.002534313,0.11465649000000006,0.5147843519953312,588.421875,31.0703125,
large_sparse_application_v1,Mittelmann_rail582_transpose,104,6000118,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.902040212248442e-07,,,0.0009950899563480903,2.1127255319094248e-14,0.00013152527587626144,1.142051641323218e-13,1.142051641323218e-13,,2.773954947967678e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.93930872,0.048271834,0.046942348,0.0,0.641691725,0.007708416,0.20240281299999996,0.9624405610084068,667.82421875,108.6328125,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,1000108,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.89219267770248e-07,,,0.0009945950270186595,2.2563955572510525e-12,0.00013091767548283675,1.2203206403448096e-11,1.2203206403448096e-11,,2.659238904749833e-11,,,360,360,720,360,360,720,684,36,684,36,0,0,0,0,0,0,0,0,0,0,0,342,342,0,342,1.571836235,0.7397044360000004,0.6770461639999998,0.07377615599999994,0.011802078,0.07080284999999999,0.06950740099999977,1.5902106180001283,562.5390625,8.70703125,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,2000111,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.892192677702502e-07,,,0.0009945950270186606,4.078367313695152e-13,0.00013091767548283894,2.2056929671821983e-12,2.2056929671821983e-12,,6.898100239203361e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,1.527692796,0.482669412,0.5552936359999999,0.351017429,0.029442179,0.033738704,0.10927013999999992,1.541621561991633,584.05859375,24.82421875,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,1000108,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.89219267770251e-07,,,0.000994595027018661,1.29111863343913e-12,0.00013091767548283783,6.982723895446179e-12,6.982723895446179e-12,,1.631970482291925e-11,,,923,923,1846,923,923,1846,1804,42,1804,42,0,0,0,0,0,0,0,0,0,0,0,902,902,0,902,2.693429936,1.3072801580000006,1.2254882859999994,0.0,0.0,0.05395495600000002,0.1606614919999998,2.707019877008861,563.94921875,4.75,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,1000108,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.892192677702504e-07,,,0.0009945950270186608,6.2644307943052725e-12,0.00013091767548283786,3.3879760903339623e-11,3.3879760903339623e-11,,6.926146811888724e-11,,,848,849,1697,848,849,1697,1655,42,1655,42,0,0,0,0,0,0,0,0,0,0,0,827,827,0,827,2.46592369,1.1779826670000013,1.1171239679999996,0.0,0.0,0.05981664299999999,0.170817054999999,2.480498829987482,563.98046875,4.7734375,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,1000108,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.892192677702495e-07,,,0.0009945950270186603,6.2642541478253935e-12,0.0001309176754828377,3.38788055506988e-11,3.38788055506988e-11,,6.9259177754888e-11,,,848,849,1697,848,849,1697,1655,42,1655,42,0,0,0,0,0,0,0,0,0,0,0,827,827,0,827,2.36234671,1.1246373719999998,1.0780965039999997,0.0,0.0,0.05518177499999999,0.1596128340000007,2.376887425998575,564.01953125,4.79296875,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,3000111,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.89219267770248e-07,,,0.0009945950270186595,7.599072152376859e-12,0.0001309176754828244,4.1097867637678415e-11,4.1097867637678415e-11,,8.346212853034724e-11,,,88,1252,1340,88,125,213,1312,28,185,28,0,1164,0,37,74,74,74,74,1164,65296908,37,74,74,1164,582,3.551337613,0.13750710900000002,1.2887457130000002,0.0,0.15564008,0.043317383000000015,1.969444711,3.5657636140094837,585.59375,26.37109375,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,4000115,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.8921926777025e-07,,,0.0009945950270186606,5.311725622003208e-12,0.0001309176754828384,2.8727269877608936e-11,2.8727269877608936e-11,,5.911750469755427e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.422335545,0.07772506800000001,0.074134117,0.0,0.178805013,0.034698467,0.09167134699999996,0.4361549759923946,608.7734375,49.578125,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,5000117,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.892192677702502e-07,,,0.0009945950270186606,7.076300746060807e-11,0.00013091767548277302,3.827057640649563e-10,3.827057640649563e-10,,8.769030746546658e-10,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.370738701,0.08509838000000003,0.077932871,0.0,0.128102921,0.00301698,0.07960452899999995,0.38555665699823294,590.26171875,31.0546875,
large_sparse_application_v1,Mittelmann_rail582_transpose,105,6000119,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.892192677702506e-07,,,0.0009945950270186608,2.7512749500705953e-14,0.00013091767548283788,1.4879649971147417e-13,1.4879649971147417e-13,,2.860119510929772e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.712037535,0.031240216999999997,0.031556601999999996,0.0,0.48930061,0.005885733,0.15994010599999997,0.7298640049993992,667.83984375,108.62890625,
large_sparse_application_v1,Mittelmann_rail582_transpose,106,1000109,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.890232163648924e-07,,,0.0009944964637266904,2.0599223397452575e-12,0.00011937364661318221,1.114172945774908e-11,1.114172945774908e-11,,2.4788229218360134e-11,,,362,362,724,362,362,724,688,36,688,36,0,0,0,0,0,0,0,0,0,0,0,344,344,0,344,1.568133791,0.735033874,0.6758256439999988,0.07413113400000003,0.011853583000000001,0.06908653300000002,0.07128955600000116,1.5900514430104522,562.5546875,8.7265625,
