suite,case,instance_seed,algorithm_seed,method,m,n,nnz,rank,coherence,spectrum,rhs,regularization,regularization_ratio,tolerance,success,external_success,precision_status_case,precision_status_correct,status,stop_reason,objective,reference_objective,relative_objective_gap,residual_norm,normal_residual_norm,compatible_backward_error_external,least_squares_backward_error_external,backward_error_external,relative_energy_error_external,reported_accuracy_upper,relative_solution_error,relative_null_component,a_columns,at_columns,total_vector_work,a_block_calls,at_block_calls,total_block_calls,search_vector_work,validation_vector_work,search_block_calls,validation_block_calls,sketch_a_columns,sketch_at_columns,sketch_a_block_calls,sketch_at_block_calls,iterative_a_columns,iterative_at_columns,iterative_a_block_calls,iterative_at_block_calls,gaussian_random_columns,gaussian_random_values,gaussian_random_block_requests,iterations,depth,auxiliary_width,basis_rank,kernel_seconds,a_seconds,at_seconds,orthogonalization_seconds,projected_solve_seconds,validation_seconds,other_seconds,wall_seconds,peak_resident_memory_mib,additional_resident_memory_mib,error
large_sparse_application_v1,Mittelmann_rail582_transpose,154,6000168,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.896461377524037e-07,,,0.0009948095987436006,1.9878488409235365e-14,0.0001198905435699575,1.0748513203020105e-13,1.0748513203020105e-13,,3.0520580090730504e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.930748583,0.04700835099999999,0.046618400000000004,0.0,0.628622414,0.0075307429999999995,0.20849941800000005,0.9535858309973264,668.91796875,108.76171875,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,1000158,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309845e-07,,,0.0009953320047757857,4.417100245630115e-13,0.00011419033041888946,2.3871202178277174e-12,2.3871202178277174e-12,,7.703099417502958e-12,,,373,373,746,373,373,746,710,36,710,36,0,0,0,0,0,0,0,0,0,0,0,355,355,0,355,1.232485225,0.5805638539999997,0.540792552,0.05067448400000001,0.009802383,0.050651677999999985,0.05065195200000037,1.2463302249961998,564.5390625,8.78515625,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,2000161,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.90685799730984e-07,,,0.0009953320047757855,6.269348324566321e-13,0.00011419033041888912,3.3881250834146935e-12,3.3881250834146935e-12,,9.676661203555226e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,2.01823484,0.6212565130000002,0.7147791480000002,0.5025146759999999,0.036283024999999997,0.04770874,0.14340147799999972,2.0347824869968463,584.85546875,24.68359375,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,1000158,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309854e-07,,,0.0009953320047757861,3.5627639118569906e-12,0.00011419033041889226,1.9254137991897794e-11,1.9254137991897794e-11,,4.0902181037561536e-11,,,900,900,1800,900,900,1800,1758,42,1758,42,0,0,0,0,0,0,0,0,0,0,0,879,879,0,879,2.64075695,1.297438259999999,1.1908189939999996,0.0,0.0,0.051545947,0.15249969600000157,2.6520144660025835,564.98828125,4.78515625,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,1000158,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309839e-07,,,0.0009953320047757853,5.364310643240872e-12,0.00011419033041889216,2.899018287813838e-11,2.899018287813838e-11,,6.006735848980118e-11,,,855,856,1711,855,856,1711,1669,42,1669,42,0,0,0,0,0,0,0,0,0,0,0,834,834,0,834,3.092986423,1.4811050739999994,1.3994702900000002,0.0,0.0,0.06632263399999998,0.21241105900000057,3.107901744006085,564.9921875,4.8046875,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,1000158,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309826e-07,,,0.0009953320047757846,5.361594769942764e-12,0.0001141903304188921,2.897550556565181e-11,2.897550556565181e-11,,6.00381911117112e-11,,,855,856,1711,855,856,1711,1669,42,1669,42,0,0,0,0,0,0,0,0,0,0,0,834,834,0,834,3.320004774,1.5868807450000002,1.510942089,0.0,0.0,0.076443802,0.2221819399999998,3.3386773450038163,564.96484375,4.79296875,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,3000161,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309832e-07,,,0.000995332004775785,8.743948408036985e-12,0.00011419033041889182,4.725465773414884e-11,4.725465773414884e-11,,9.602088518474187e-11,,,89,1253,1342,89,126,215,1314,28,187,28,0,1164,0,37,75,75,75,75,1164,65296908,37,75,75,1164,582,4.397538787,0.13589667500000005,1.6232387829999995,0.0,0.179404281,0.042376701,2.458999048000001,4.416129705001367,586.6484375,26.47265625,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,4000165,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309864e-07,,,0.0009953320047757866,1.3753147677161836e-13,0.00011419033041889231,7.432572287985266e-13,7.432572287985266e-13,,4.476331045479454e-12,,,63,63,126,63,63,126,96,30,96,30,0,0,0,0,48,48,48,48,0,0,0,48,48,2328,582,0.500244127,0.097850607,0.09099858200000002,0.0,0.199805069,0.044210521999999995,0.11158986899999995,0.5146887020091526,609.828125,49.6171875,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,5000167,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.906857997309847e-07,,,0.0009953320047757857,1.3405853334191392e-10,0.00011419033041891497,7.244885049403328e-10,7.244885049403328e-10,,1.5693703711421488e-09,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.381310347,0.08473368900000001,0.07770434400000001,0.0,0.140510477,0.0029741890000000003,0.07836183699999999,0.3959757979901042,591.2734375,31.07421875,
large_sparse_application_v1,Mittelmann_rail582_transpose,155,6000169,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.906857997309837e-07,,,0.0009953320047757853,2.104964557679397e-14,0.00011419033041889213,1.1375796730939855e-13,1.1375796730939855e-13,,3.2254588697675435e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.877652911,0.04763957700000001,0.045310391000000005,0.0,0.610369162,0.007069245,0.17433378099999997,0.899918034003349,668.9375,108.75390625,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,1000159,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.89342136538011e-07,,,0.0009946567933403012,8.071825345992205e-13,0.0001157564301207088,4.3651935776224295e-12,4.3651935776224295e-12,,1.1550170798462216e-11,,,370,370,740,370,370,740,704,36,704,36,0,0,0,0,0,0,0,0,0,0,0,352,352,0,352,1.22968519,0.584427622,0.5360794410000003,0.049857422999999956,0.009631296000000001,0.051596230999999985,0.04968940799999989,1.2434265280026011,564.515625,8.765625,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,2000162,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.893421365380107e-07,,,0.0009946567933403012,2.592529358258556e-13,0.00011575643012071019,1.4020239560915266e-12,1.4020239560915266e-12,,5.720121238384552e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,1.622296712,0.5155324679999999,0.5957378869999997,0.3734537189999999,0.026798614,0.037351701,0.11077402400000064,1.636573972995393,583.96875,23.76953125,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,1000159,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.893421365380133e-07,,,0.0009946567933403025,8.522468101651747e-12,0.00011575643012070635,4.6088984124630115e-11,4.6088984124630115e-11,,9.367539601351444e-11,,,894,894,1788,894,894,1788,1746,42,1746,42,0,0,0,0,0,0,0,0,0,0,0,873,873,0,873,2.675401256,1.3096290510000006,1.2062734530000012,0.0,0.0,0.060658802000000005,0.15949875199999797,2.6898731230030535,564.99609375,4.77734375,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,1000159,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.893421365380099e-07,,,0.0009946567933403008,6.996706416931431e-12,0.00011575643012070622,3.7837758631464116e-11,3.7837758631464116e-11,,7.74361162373477e-11,,,856,857,1713,856,857,1713,1671,42,1671,42,0,0,0,0,0,0,0,0,0,0,0,835,835,0,835,2.407131483,1.1549172370000007,1.0890750570000007,0.0,0.0,0.047832372,0.16313918899999869,2.4184743899968453,564.99609375,4.79296875,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,1000159,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.8934213653801e-07,,,0.000994656793340301,7.002554388510908e-12,0.00011575643012070622,3.7869384102639e-11,3.7869384102639e-11,,7.749972366809834e-11,,,856,857,1713,856,857,1713,1671,42,1671,42,0,0,0,0,0,0,0,0,0,0,0,835,835,0,835,2.599292416,1.239681603999998,1.190634477999999,0.0,0.0,0.058182367,0.16897633400000278,2.623338486009743,564.98046875,4.78515625,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,3000162,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.893421365380116e-07,,,0.0009946567933403017,1.646861074178128e-13,0.00011575643012070633,8.906123554578802e-13,8.906123554578802e-13,,4.7097044087755855e-12,,,111,1275,1386,111,148,259,1356,30,229,30,0,1164,0,37,96,96,96,96,1164,65296908,37,96,96,1164,582,3.620281777,0.16408775400000006,1.305789378,0.0,0.155970282,0.043909817000000004,1.994434363,3.634503102002782,586.671875,26.4609375,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,4000166,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.893421365380122e-07,,,0.0009946567933403019,5.50730574288722e-12,0.00011575643012070955,2.9783171251086204e-11,2.9783171251086204e-11,,6.157783768146928e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.461046994,0.08363927200000001,0.078445954,0.0,0.192412275,0.038836307,0.10654949299999997,0.475476791994879,609.84765625,49.609375,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,5000168,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.89342136538011e-07,,,0.0009946567933403012,6.418402449458688e-11,0.00011575643012072599,3.471032628931239e-10,3.471032628931239e-10,,8.244296490193407e-10,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.364954941,0.073629354,0.07129100600000002,0.0,0.141263493,0.0029005819999999996,0.07877108799999999,0.3795431859907694,591.30859375,31.078125,
large_sparse_application_v1,Mittelmann_rail582_transpose,156,6000170,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.893421365380105e-07,,,0.0009946567933403012,1.8996745198987207e-14,0.00011575643012070624,1.0273323143633434e-13,1.0273323143633434e-13,,3.16112537063199e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.703805986,0.03695451600000001,0.036585104,0.0,0.489049769,0.005917639,0.14121659699999994,0.7216166269936366,668.98828125,108.765625,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,1000160,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138845e-07,,,0.0009940619591926273,7.161298029927898e-13,0.00011316643148842273,3.875103423019006e-12,3.875103423019006e-12,,1.065973843453749e-11,,,369,369,738,369,369,738,702,36,702,36,0,0,0,0,0,0,0,0,0,0,0,351,351,0,351,1.435891097,0.676132803,0.6217687529999998,0.06750851199999991,0.011827466,0.055570299,0.05865356300000036,1.4500410460022977,564.50390625,8.74609375,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,2000163,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138837e-07,,,0.0009940619591926269,2.995813316459659e-13,0.00011316643148842257,1.621086901958699e-12,1.621086901958699e-12,,6.217236482095172e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,1.493392616,0.468288936,0.5344445080000001,0.35027148,0.029225581,0.035300511,0.11116211099999984,1.507508915005019,584.875,24.63671875,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,1000160,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138837e-07,,,0.0009940619591926269,7.642171057135079e-12,0.00011316643148842257,4.135312215612272e-11,4.135312215612272e-11,,8.442219405595389e-11,,,898,898,1796,898,898,1796,1754,42,1754,42,0,0,0,0,0,0,0,0,0,0,0,877,877,0,877,2.536828199,1.230086852999999,1.1522765200000005,0.0,0.0,0.05940854200000001,0.15446482600000033,2.5517007379967254,565.0,4.76953125,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,1000160,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138856e-07,,,0.0009940619591926277,4.903249781962546e-12,0.00011316643148842268,2.653234083345579e-11,2.653234083345579e-11,,5.525943093946379e-11,,,856,857,1713,856,857,1713,1671,42,1671,42,0,0,0,0,0,0,0,0,0,0,0,835,835,0,835,2.563628945,1.238501176999999,1.1428640360000004,0.0,0.0,0.05557352400000001,0.18226373200000068,2.578063341003144,565.0,4.78125,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,1000160,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138839e-07,,,0.0009940619591926269,4.903722765717074e-12,0.0001131664314884225,2.6534900231149563e-11,2.6534900231149563e-11,,5.526443176483107e-11,,,856,857,1713,856,857,1713,1671,42,1671,42,0,0,0,0,0,0,0,0,0,0,0,835,835,0,835,2.622366389,1.2711693079999997,1.1747651769999996,0.0,0.0,0.060859067,0.17643190400000086,2.6367386280035134,565.01953125,4.796875,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,3000163,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138837e-07,,,0.0009940619591926269,7.513885982708351e-12,0.00011316643148843344,4.065894921574829e-11,4.065894921574829e-11,,8.306881379668442e-11,,,89,1253,1342,89,126,215,1314,28,187,28,0,1164,0,37,75,75,75,75,1164,65296908,37,75,75,1164,582,3.604045725,0.12994851000000002,1.3118559180000002,0.0,0.153039674,0.037420942,2.0092016229999996,3.6187093520129565,586.6953125,26.45703125,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,4000167,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.881591787138832e-07,,,0.0009940619591926267,3.8572486514544064e-12,0.00011316643148842253,2.0872246051232865e-11,2.0872246051232865e-11,,4.4123379074676965e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.476949189,0.08381663499999999,0.07822718600000003,0.0,0.201576378,0.038923227000000005,0.11332899000000002,0.491476330003934,609.85546875,49.61328125,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,5000169,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.88159178713885e-07,,,0.0009940619591926275,8.055859221021717e-11,0.00011316643148851478,4.3591661054015336e-10,4.3591661054015336e-10,,1.0027182159331202e-09,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.373576052,0.08066521499999998,0.07504393100000001,0.0,0.139134112,0.002139801,0.07873279399999997,0.3878423829883104,591.33984375,31.07421875,
large_sparse_application_v1,Mittelmann_rail582_transpose,157,6000171,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.88159178713885e-07,,,0.0009940619591926275,2.520016960999351e-14,0.00011316643148842251,1.3636251851024914e-13,1.3636251851024914e-13,,3.3076129819276933e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.691794522,0.038877481,0.037399045,0.0,0.474543057,0.005839605,0.14097493900000002,0.7097419500059914,669.00390625,108.75,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,1000161,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.889244318653098e-07,,,0.0009944467969003217,3.642620353204961e-12,0.00011961501408665869,1.970322700934597e-11,1.970322700934597e-11,,4.163114430095227e-11,,,360,360,720,360,360,720,684,36,684,36,0,0,0,0,0,0,0,0,0,0,0,342,342,0,342,1.555357731,0.727788297,0.6674992359999998,0.075957649,0.011918114,0.068974189,0.07219443500000011,1.5933155009988695,564.4296875,8.671875,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,2000164,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.889244318653106e-07,,,0.0009944467969003222,2.298659964518915e-13,0.00011961501408666018,1.2433636971901834e-12,1.2433636971901834e-12,,5.296839425256533e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,1.989154409,0.614808241,0.7131514480000001,0.48836501200000004,0.036134698,0.042366729000000006,0.13669500999999987,2.0038079069927335,581.328125,21.06640625,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,1000161,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.889244318653104e-07,,,0.0009944467969003222,6.853948159223169e-12,0.00011961501408666253,3.707355787781828e-11,3.707355787781828e-11,,7.582403779218997e-11,,,886,886,1772,886,886,1772,1730,42,1730,42,0,0,0,0,0,0,0,0,0,0,0,865,865,0,865,2.739260317,1.341700189000002,1.2351988969999996,0.0,0.0,0.06317829300000001,0.16236123099999822,2.7537552870053332,565.00390625,4.76171875,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,1000161,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.889244318653093e-07,,,0.0009944467969003215,7.072218187193186e-12,0.00011961501408666232,3.8254198047097994e-11,3.8254198047097994e-11,,7.815036025883918e-11,,,855,856,1711,855,856,1711,1669,42,1669,42,0,0,0,0,0,0,0,0,0,0,0,834,834,0,834,2.737153085,1.3328973079999984,1.2242597519999994,0.0,0.0,0.062138351,0.17999602500000234,2.7486551399924792,565.015625,4.7734375,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,1000161,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.88924431865309e-07,,,0.0009944467969003213,7.069780026883591e-12,0.0001196150140866623,3.8241009841518777e-11,3.8241009841518777e-11,,7.812436638259131e-11,,,855,856,1711,855,856,1711,1669,42,1669,42,0,0,0,0,0,0,0,0,0,0,0,834,834,0,834,2.495559053,1.1933722670000007,1.136466353000001,0.0,0.0,0.06038554099999999,0.1657204329999984,2.510101141000632,565.046875,4.796875,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,3000164,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.889244318653091e-07,,,0.0009944467969003215,7.461813855832303e-12,0.00011961501408666327,4.0361552412012926e-11,4.0361552412012926e-11,,8.22999101532378e-11,,,88,1252,1340,88,125,213,1312,28,185,28,0,1164,0,37,74,74,74,74,1164,65296908,37,74,74,1164,582,4.711131053,0.16048021300000004,1.748788336000001,0.0,0.190942013,0.04930352600000001,2.6109204909999986,4.72972202100209,586.72265625,26.44921875,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,4000168,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.88924431865309e-07,,,0.0009944467969003213,1.3535134066926152e-13,0.00011961501408666238,7.321263081614713e-13,7.321263081614713e-13,,4.26127969124928e-12,,,63,63,126,63,63,126,96,30,96,30,0,0,0,0,48,48,48,48,0,0,0,48,48,2328,582,0.492356083,0.09026692800000001,0.089322598,0.0,0.200874108,0.042281549999999994,0.111892449,0.5067896370019298,609.85546875,49.59765625,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,5000170,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.88924431865309e-07,,,0.0009944467969003213,7.360824253674499e-11,0.00011961501408682819,3.9815291516295926e-10,3.9815291516295926e-10,,9.200078783089842e-10,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.517302073,0.10858502399999999,0.09956553399999998,0.0,0.187579073,0.003846399,0.12157244200000003,0.5361331419990165,591.34765625,31.078125,
large_sparse_application_v1,Mittelmann_rail582_transpose,158,6000172,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.8892443186531e-07,,,0.000994446796900322,2.3865553511515895e-14,0.00011961501408666243,1.290907020072407e-13,1.290907020072407e-13,,3.102732238834218e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.875946825,0.04781264600000001,0.045500499000000014,0.0,0.630829893,0.007685334,0.15180378699999997,0.8945985070022289,669.01171875,108.734375,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,1000162,amfls,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.91215594420727e-07,,,0.000995598108887681,6.073217474096788e-13,0.00012894819910836314,3.281253426997816e-12,3.281253426997816e-12,,9.077351720484778e-12,,,371,371,742,371,371,742,706,36,706,36,0,0,0,0,0,0,0,0,0,0,0,353,353,0,353,1.61362614,0.7513455419999994,0.6957780759999997,0.07744450799999997,0.012197765999999999,0.068344359,0.07686024800000096,1.6424539389990969,564.5234375,8.76171875,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,2000165,fixed_rbgk,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.912155944207263e-07,,,0.0009955981088876809,2.788781974277152e-13,0.00012894819910836265,1.506730238012354e-12,1.506730238012354e-12,,5.5793786612464656e-12,,,578,580,1158,76,76,152,1132,26,126,26,0,0,0,0,0,0,0,0,8,448776,1,63,63,8,565,2.048388196,0.628832126,0.7257005890000001,0.5104092559999999,0.035359670999999995,0.04792297200000001,0.14808655399999987,2.06709328800207,581.3359375,21.046875,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,1000162,lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.912155944207272e-07,,,0.0009955981088876813,9.728444011861312e-14,0.00012894819910836295,5.256108543688151e-13,5.256108543688151e-13,,3.651205723603888e-12,,,1046,1046,2092,1046,1046,2092,2048,44,2048,44,0,0,0,0,0,0,0,0,0,0,0,1024,1024,0,1024,4.238267873,2.0689016059999994,1.9010162790000018,0.0,0.0,0.08537082000000001,0.26834998799999865,4.2564732850005385,565.015625,4.7578125,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,1000162,lsmr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.912155944207252e-07,,,0.0009955981088876802,8.207549610052407e-12,0.0001289481991083628,4.43439583714961e-11,4.43439583714961e-11,,8.990514724273145e-11,,,853,854,1707,853,854,1707,1665,42,1665,42,0,0,0,0,0,0,0,0,0,0,0,832,832,0,832,3.522368882,1.7022740670000005,1.5613937739999988,0.0,0.0,0.081466543,0.2587010410000006,3.5409960169927217,565.04296875,4.78515625,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,1000162,lsmb,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.912155944207259e-07,,,0.0009955981088876807,8.208010577831253e-12,0.0001289481991083629,4.4346448899968886e-11,4.4346448899968886e-11,,8.990942887197265e-11,,,853,854,1707,853,854,1707,1665,42,1665,42,0,0,0,0,0,0,0,0,0,0,0,832,832,0,832,3.171581626,1.5108101499999997,1.440421881000001,0.0,0.0,0.063962523,0.2203495949999994,3.1901138719986193,565.078125,4.80078125,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,3000165,lsrn,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.912155944207267e-07,,,0.000995598108887681,7.52156934382426e-12,0.00012894819910836474,4.0637726692794763e-11,4.0637726692794763e-11,,8.259823530365944e-11,,,89,1253,1342,89,126,215,1314,28,187,28,0,1164,0,37,75,75,75,75,1164,65296908,37,75,75,1164,582,4.502133609,0.12879594099999994,1.6468850220000006,0.0,0.175156196,0.040157322999999995,2.5512964499999997,4.5199654110037955,586.7421875,26.4453125,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,4000169,sparse_embedding_lsqr,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.912155944207259e-07,,,0.0009955981088876807,4.473569396810564e-12,0.00012894819910836723,2.416991483806576e-11,2.416991483806576e-11,,5.0196747360780215e-11,,,54,54,108,54,54,108,82,26,82,26,0,0,0,0,41,41,41,41,0,0,0,41,41,2328,582,0.608196058,0.09985615000000002,0.09187948100000003,0.0,0.262135965,0.04290731499999999,0.15432446199999988,0.6266953029989963,609.86328125,49.6015625,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,5000171,spir,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,0,0,0,,1,3,9.912155944207257e-07,,,0.0009955981088876804,6.467344308394875e-11,0.00012894819910830188,3.4941932782756985e-10,3.4941932782756985e-10,,8.134530010550015e-10,,,54,54,108,54,54,108,106,2,106,2,0,0,0,0,53,53,53,53,0,0,0,50,1,1164,582,0.478188147,0.10304546700000002,0.09536284699999999,0.0,0.176086184,0.003739858,0.10369364900000003,0.4967294910020428,591.34375,31.0703125,
large_sparse_application_v1,Mittelmann_rail582_transpose,159,6000173,fossils,56097,582,402290,582,application,application,noisy_rhs,0.0,0.0,1e-10,1,1,0,,0,9,9.91215594420726e-07,,,0.0009955981088876807,2.651034907689288e-14,0.00012894819910836284,1.4323079015443944e-13,1.4323079015443944e-13,,2.89299277768593e-12,,,25,25,50,25,25,50,46,4,46,4,0,0,0,0,23,23,23,23,0,0,0,21,1,6984,582,0.917037617,0.048821279,0.045531257,0.0,0.647665101,0.006265574,0.17501997999999996,0.9387995029974263,669.00390625,108.72265625,
